CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
90252061,1,1,1,M,36,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90252096,1,1,2,F,9,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90252096,1,2,2,M,8,4,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
9025210,1,1,2,-,16,0,6,L,G,0,IMPERIAL,EL CENTRO,2019
9025210,1,2,1,M,20,4,1,L,G,0,IMPERIAL,EL CENTRO,2019
9025210,1,3,2,-,16,4,2,L,G,0,IMPERIAL,EL CENTRO,2019
9025210,1,4,2,-,15,4,4,L,G,0,IMPERIAL,EL CENTRO,2019
9025210,2,1,2,F,15,0,2,L,G,0,IMPERIAL,EL CENTRO,2019
9025210,2,2,1,F,33,4,1,L,G,0,IMPERIAL,EL CENTRO,2019
90252341,1,1,1,F,47,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90252341,2,1,2,F,7,3,4,L,Q,0,IMPERIAL,UNINCORPORATED,2016
90252341,2,2,2,M,30,3,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90252341,2,3,2,M,10,0,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90252748,1,1,1,M,18,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90252748,2,1,2,M,18,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90252748,2,2,2,M,18,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90254523,1,1,1,M,37,3,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90255608,1,1,1,M,25,3,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90256252,1,1,1,F,19,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90256596,1,1,1,M,63,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,1,2,F,41,0,9,P,P,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,2,2,M,44,0,9,P,P,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,3,2,F,43,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,4,2,F,72,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,5,2,F,63,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,6,2,F,62,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,7,2,F,64,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,8,2,F,36,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,9,2,F,50,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,10,2,F,39,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,11,2,F,21,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,12,2,M,72,4,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,13,2,F,30,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,14,2,F,62,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,15,2,F,66,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,16,2,F,54,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,17,2,M,52,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,18,2,F,33,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,19,2,F,6,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,20,2,M,24,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,21,2,M,60,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,22,2,F,62,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256596,3,23,2,M,70,0,9,P,A,0,IMPERIAL,UNINCORPORATED,2016
90256833,1,1,3,F,998,1,0,-,P,0,IMPERIAL,UNINCORPORATED,2016
90256833,2,1,2,M,33,0,0,P,P,0,IMPERIAL,UNINCORPORATED,2016
90256864,1,1,1,F,37,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90256864,2,1,1,F,35,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90257112,2,1,1,M,33,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90257353,1,1,1,M,23,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90257491,1,1,1,M,35,1,1,L,H,2,IMPERIAL,UNINCORPORATED,2016
90259208,2,1,2,M,51,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90259208,2,2,2,F,14,0,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90261303,1,1,1,F,38,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90261303,1,2,2,F,25,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90264129,1,1,1,M,71,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90264288,1,1,1,M,22,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90264288,1,2,2,F,23,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90264288,1,3,2,F,998,0,5,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90265366,1,1,1,M,34,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90265366,1,2,2,F,33,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90265366,1,3,2,F,24,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90265366,1,4,2,M,28,0,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90265366,1,5,2,F,56,0,7,M,G,0,IMPERIAL,UNINCORPORATED,2016
90265366,1,6,2,F,998,4,8,M,G,0,IMPERIAL,UNINCORPORATED,2016
90266078,1,1,1,F,18,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90266078,2,1,1,F,51,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90266078,2,2,2,M,18,3,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90267096,1,1,2,M,21,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267096,1,2,2,M,21,3,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267096,1,3,1,M,22,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267096,1,4,2,M,19,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267096,1,5,2,M,19,4,5,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267118,1,1,2,F,24,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90267118,2,1,2,M,43,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267118,2,2,2,M,68,2,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90267118,2,3,2,M,10,3,4,L,G,1,IMPERIAL,UNINCORPORATED,2016
90268747,1,1,1,M,45,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90268758,1,1,1,F,21,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90268970,1,1,1,M,17,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90269023,2,1,2,M,27,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90269023,2,2,1,M,44,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90269034,1,1,2,F,16,4,3,L,G,0,IMPERIAL,EL CENTRO,2016
90269034,1,2,2,F,17,4,4,P,G,0,IMPERIAL,EL CENTRO,2016
90269445,1,1,1,M,31,4,1,P,W,0,IMPERIAL,UNINCORPORATED,2016
90270067,1,1,1,M,34,2,1,L,H,1,IMPERIAL,UNINCORPORATED,2016
90270067,2,1,1,M,53,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90271642,1,1,1,M,52,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90276484,1,1,2,F,30,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276484,1,2,2,F,10,3,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276512,1,1,2,M,38,0,5,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276512,1,2,2,M,35,0,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276512,1,3,2,M,42,0,5,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276512,1,4,2,M,24,4,7,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276512,2,1,1,M,52,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276941,1,1,1,F,22,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90276941,1,2,2,M,23,0,2,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276941,1,3,2,M,17,0,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90276941,1,4,2,M,3,0,6,M,T,0,IMPERIAL,UNINCORPORATED,2016
90277005,1,1,1,M,66,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90277005,1,2,2,M,42,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90277005,2,1,1,F,22,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90278908,1,1,1,M,28,3,1,P,H,0,IMPERIAL,UNINCORPORATED,2016
90281857,1,1,1,M,21,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90281926,1,1,1,F,18,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90282145,1,1,2,F,22,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90282145,1,2,2,M,4,0,5,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90282145,1,3,2,M,24,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90285447,1,1,1,M,33,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90285447,1,2,2,F,48,2,3,M,H,0,IMPERIAL,UNINCORPORATED,2016
90285453,1,1,2,F,17,3,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90285453,1,2,1,M,26,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90285518,1,1,1,M,47,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90285995,1,1,1,M,37,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90285995,2,1,1,M,38,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90286246,1,1,1,M,58,4,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90286246,1,2,2,M,44,4,0,P,P,0,IMPERIAL,UNINCORPORATED,2016
90287095,2,1,1,M,53,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90287097,1,1,1,F,61,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90287099,1,1,1,M,39,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90291790,1,1,1,M,19,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90291792,1,1,1,F,27,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90291793,2,1,1,M,18,4,1,P,C,0,IMPERIAL,UNINCORPORATED,2016
90292664,1,1,1,F,27,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90292667,2,1,1,F,62,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90292667,3,1,2,F,59,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90292670,1,1,2,M,14,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90292670,1,2,2,F,4,0,4,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90292670,2,1,2,F,64,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90292793,1,1,1,F,19,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90293239,1,1,1,M,28,3,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90293239,1,2,2,F,39,3,0,P,Y,1,IMPERIAL,UNINCORPORATED,2016
90293499,1,1,1,M,34,1,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90293499,1,2,2,F,30,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
9029353,2,1,1,M,64,6,1,M,G,0,IMPERIAL,EL CENTRO,2020
9029357,2,1,3,F,37,2,0,P,-,3,IMPERIAL,EL CENTRO,2020
90294940,1,1,5,M,36,4,1,-,C,0,IMPERIAL,UNINCORPORATED,2016
90295105,1,1,1,M,47,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90295105,2,1,2,M,39,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90296519,1,1,1,M,34,4,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90297041,1,1,1,F,76,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90297041,1,2,2,F,11,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90297041,1,3,2,F,10,3,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90297043,1,1,2,F,18,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90297558,1,1,1,M,17,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90297638,3,1,2,F,12,2,3,M,H,0,IMPERIAL,UNINCORPORATED,2016
90297638,3,2,2,F,21,2,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90298213,1,1,1,F,72,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90298417,1,1,1,M,33,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90298996,2,1,1,M,58,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
9030263,1,1,1,M,14,2,1,P,W,0,IMPERIAL,IMPERIAL,2019
9030263,1,2,2,F,42,0,3,P,W,0,IMPERIAL,IMPERIAL,2019
90302635,1,1,1,M,66,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90302635,2,1,1,F,68,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90307094,1,1,1,M,27,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90309543,2,1,2,F,26,0,0,P,Y,0,IMPERIAL,EL CENTRO,2016
90309543,3,1,1,M,26,2,1,P,W,1,IMPERIAL,EL CENTRO,2016
90309543,4,1,3,M,19,2,0,-,P,0,IMPERIAL,EL CENTRO,2016
90310274,1,1,1,M,57,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90311847,1,1,1,F,21,1,1,L,H,1,IMPERIAL,EL CENTRO,2016
90311881,1,1,2,F,18,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90311881,1,2,1,F,18,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90311911,1,1,1,F,32,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90311911,1,2,2,F,7,4,6,L,Q,0,IMPERIAL,UNINCORPORATED,2016
90311911,2,1,1,M,68,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90311911,2,2,2,F,68,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90314567,1,1,1,M,36,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90317721,1,1,1,M,36,3,1,L,H,0,IMPERIAL,BRAWLEY,2016
90318385,2,1,1,M,37,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90321738,2,1,2,F,10,4,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90321901,1,1,1,F,17,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90321901,1,2,2,M,18,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90321901,1,3,2,F,18,0,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,1,1,1,F,48,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,1,2,2,M,14,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,1,3,2,M,11,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,2,1,2,M,64,4,9,P,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,2,2,2,F,40,4,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,2,3,1,M,41,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,2,4,2,F,50,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,2,5,2,M,45,0,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90322262,2,6,2,M,13,0,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90324768,1,1,1,M,57,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90324768,2,1,1,M,27,1,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90324803,1,1,2,M,59,0,4,P,B,0,IMPERIAL,UNINCORPORATED,2016
90324803,2,1,1,F,41,3,1,L,H,0,IMPERIAL,UNINCORPORATED,2016
90325053,1,1,1,M,57,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90325119,1,1,2,F,51,4,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90325119,1,2,2,F,64,3,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90325119,1,3,2,F,39,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90325119,1,4,2,F,46,4,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90325119,1,5,2,F,54,2,8,P,A,0,IMPERIAL,UNINCORPORATED,2016
90325131,1,1,1,M,25,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90326418,1,1,1,M,73,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90326692,1,1,1,M,19,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90326998,2,1,1,M,19,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90327500,1,1,1,F,59,4,1,L,H,0,IMPERIAL,UNINCORPORATED,2016
90328153,1,1,2,M,19,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90328153,2,1,1,F,23,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90331909,1,1,1,M,24,3,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90335900,1,1,1,M,81,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90335900,2,1,2,F,26,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90335900,2,2,2,M,998,0,6,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90335900,3,1,2,M,18,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90335900,3,2,2,M,26,0,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90337515,1,1,1,F,32,4,1,L,G,0,IMPERIAL,EL CENTRO,2016
90337515,1,2,2,F,9,4,3,L,G,0,IMPERIAL,EL CENTRO,2016
90337515,2,1,1,F,47,4,1,L,G,0,IMPERIAL,EL CENTRO,2016
90337515,3,1,2,-,40,0,3,L,G,0,IMPERIAL,EL CENTRO,2016
90337515,3,2,2,-,70,0,4,P,G,0,IMPERIAL,EL CENTRO,2016
90337515,3,3,2,-,6,0,7,P,G,0,IMPERIAL,EL CENTRO,2016
90337515,3,4,2,-,9,0,7,P,G,0,IMPERIAL,EL CENTRO,2016
90337585,1,1,1,M,66,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90337753,1,1,1,F,49,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90340295,2,1,2,F,51,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90340295,2,2,2,F,21,4,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90340295,2,3,1,M,57,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90340295,2,4,2,M,4,0,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90340295,2,5,2,F,16,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90340695,1,1,1,F,28,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90340789,1,1,1,M,65,3,1,M,H,0,IMPERIAL,UNINCORPORATED,2016
90341194,1,1,1,M,23,4,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90341541,1,1,1,M,32,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90341541,2,1,1,F,56,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90341541,2,2,2,F,33,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90341597,1,1,1,F,29,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90341597,2,1,1,M,74,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90342055,1,1,1,F,19,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90342191,1,1,2,M,26,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90342191,1,2,1,F,31,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90343010,2,1,2,F,54,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90343010,2,2,2,F,3,4,6,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90343344,1,1,2,F,11,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90343344,1,2,2,M,7,3,5,P,U,0,IMPERIAL,UNINCORPORATED,2016
90343359,1,1,1,M,33,3,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90343827,1,1,1,M,21,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
9034402,1,1,1,F,47,7,1,M,G,0,IMPERIAL,EL CENTRO,2019
9034402,2,1,1,F,48,7,1,L,G,0,IMPERIAL,EL CENTRO,2019
9034406,2,1,2,F,61,6,3,M,G,0,IMPERIAL,EL CENTRO,2019
9034410,1,1,1,M,82,5,1,L,G,0,IMPERIAL,EL CENTRO,2019
9034410,1,2,2,F,76,5,3,L,G,0,IMPERIAL,EL CENTRO,2019
9034410,2,1,2,F,53,0,3,L,G,0,IMPERIAL,EL CENTRO,2019
9034418,2,1,1,M,24,7,1,M,G,0,IMPERIAL,EL CENTRO,2019
9034467,2,1,3,F,16,6,9,-,-,3,IMPERIAL,EL CENTRO,2019
90345719,1,1,1,M,20,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
9034754,1,1,1,F,81,6,1,L,G,0,IMPERIAL,EL CENTRO,2019
9034754,2,1,1,M,59,5,1,N,W,1,IMPERIAL,EL CENTRO,2019
90348244,1,1,1,M,18,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90348244,2,1,1,F,22,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90348924,1,1,1,M,30,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90349147,1,1,1,F,20,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90350015,1,1,1,F,56,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90350015,2,1,1,F,33,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90350015,2,2,2,M,10,4,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90350015,2,3,2,M,45,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
9035233,1,1,4,M,37,2,1,P,V,1,IMPERIAL,BRAWLEY,2020
90352396,1,1,1,F,43,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90352687,1,1,1,F,31,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90353386,2,1,1,F,65,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90353386,2,2,2,F,54,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90353386,2,3,2,F,31,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90353577,1,1,2,M,76,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90353577,2,1,1,M,29,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90353614,1,1,1,F,37,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90353649,1,1,1,F,20,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90353657,1,1,1,M,56,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90353657,2,1,1,M,32,2,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90354500,1,1,2,F,27,4,3,P,G,0,IMPERIAL,UNINCORPORATED,2016
90354500,1,2,2,F,1,0,5,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90354500,1,3,2,M,7,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90355588,2,1,1,M,33,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90355819,1,1,1,F,49,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90355819,1,2,2,F,24,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90356013,1,1,1,F,66,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90356472,1,1,2,F,76,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90356472,2,1,1,F,29,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90356472,2,2,2,F,10,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90356700,1,1,2,M,59,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90356700,1,2,2,M,65,0,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90356700,1,3,2,M,69,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90356700,2,1,1,M,57,2,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90358144,1,1,1,F,46,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90358890,1,1,1,F,57,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90358890,2,1,2,F,72,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90359989,1,1,2,M,15,4,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90359989,1,2,1,F,45,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90360132,1,1,1,M,67,1,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90360351,1,1,1,M,68,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90360351,1,2,2,F,63,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90360351,2,1,2,M,20,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90360351,2,2,2,F,58,4,6,L,G,0,IMPERIAL,UNINCORPORATED,2016
90360390,2,1,2,F,56,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90360790,2,1,1,M,28,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90360790,3,1,2,F,49,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90360790,4,1,1,F,55,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90362835,2,1,2,M,37,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2017
90362835,2,2,2,F,52,4,4,P,G,0,IMPERIAL,UNINCORPORATED,2017
90362839,1,1,1,M,34,1,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
9036647,2,1,4,M,48,6,9,-,-,0,IMPERIAL,EL CENTRO,2019
9036655,1,1,1,F,32,7,1,L,G,0,IMPERIAL,EL CENTRO,2019
9036659,2,1,1,F,22,7,1,M,G,0,IMPERIAL,EL CENTRO,2019
9036663,1,1,1,F,29,7,1,L,G,0,IMPERIAL,EL CENTRO,2019
9036663,2,1,2,M,21,0,3,M,G,0,IMPERIAL,EL CENTRO,2019
9036667,1,1,2,F,17,0,3,M,G,0,IMPERIAL,EL CENTRO,2019
9036667,2,1,1,M,38,6,1,P,W,1,IMPERIAL,EL CENTRO,2019
9036671,1,1,1,F,31,4,1,M,G,0,IMPERIAL,EL CENTRO,2019
9036671,2,1,1,F,54,4,1,M,G,0,IMPERIAL,EL CENTRO,2019
90366815,2,1,2,F,49,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2017
90367204,2,1,1,F,29,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90367395,1,1,1,F,21,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2017
